timestamp,angular_velocity_x,angular_velocity_y,angular_velocity_z,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z,orientation_x,orientation_y,orientation_z,orientation_w,roll_deg,pitch_deg
88.579,0.027192316305292803,0.019601307459587193,-0.026639119872938172,0.05087804743486926,0.004814570007934274,9.799855618598386,0.00010451890364274504,-0.002603705100438736,-0.05487765515270434,0.9984896858558377,-6.291771594745279,-0.29725607011073135
88.679,0.027193762207017094,0.01959460284862695,-0.026623324362491874,0.05084742455541329,0.004892410962154897,9.799855805707342,0.0001060589934615175,-0.002602479250406379,-0.05583896133430794,0.9984363906881334,-6.40209984414852,-0.2970785459328909
88.779,0.02719517277961925,0.019587867149432506,-0.026607562885186654,0.050816659661818045,0.004970954619720534,9.799855880784067,0.00010764328610255754,-0.0026012459030811223,-0.056799478993659426,0.9983822119402588,-6.51234353904358,-0.29689929830467293
88.879,0.00608359244882988,0.002013257900497564,-0.00014859889149709474,0.048762023805355166,-0.017551986368859226,9.804117504671144,0.00010054232539265016,-0.0026087478278475763,-0.057150784138438326,0.9983621448143821,-6.552664419515821,-0.2977937488052843
88.979,0.04585302976941057,0.02173081895546964,-0.023193275658153226,0.05883473341418896,-0.0018558964698426259,9.7822050440032,0.00011506665433038081,-0.0026029339048838102,-0.05740135005316433,0.9983477833434731,-6.581428590260396,-0.29702589581770433
89.079,0.012471872730258455,0.01030765681300281,-0.004639984285984515,0.05491472341840328,0.022737071678427246,9.831590755688003,9.837231825641683e-05,-0.0026079808689944426,-0.05766741996234728,0.9983324383358282,-6.611964234110523,-0.2977055142141493
89.179,0.003840919354643009,0.0025041475323663185,0.00019112752591190748,0.03983663621842679,-0.004317659701945014,9.7768602536486,9.941690391980134e-05,-0.0026096096182428846,-0.05786790496362242,0.9983208330136365,-6.634977197183798,-0.29787918897025006
89.279,0.03631066041558141,0.017567659796339095,-0.019503655074568426,0.05544730214433408,0.004239356985839626,9.775902880138926,0.00011373137367888297,-0.00260395860467609,-0.05807758609141171,0.9983086699305754,-6.659049481248562,-0.29713142399750614
89.379,0.008224966351378035,0.002998535111959013,-0.0002618545298980783,0.04632785553327083,0.003668050190308453,9.832846223322532,9.846472275080714e-05,-0.0026090052466199217,-0.058307728330457886,0.9982952430084314,-6.685462678611041,-0.29780374916534524
89.479,-0.0071370279361457345,-0.002608737864132148,0.0011751453544793125,0.04483516264623306,0.01784630634922605,9.832867618836994,9.898582770949363e-05,-0.0026092275872757606,-0.058546755149189826,0.9982812527513,-6.712900452486185,-0.2978188082053967
