timestamp,linear_velocity_x,linear_velocity_y,linear_velocity_z,angular_velocity_x,angular_velocity_y,angular_velocity_z
94.37,0.507,0.0,0.0,0.0,0.0,0.0
94.37,0.507,0.0,0.0,0.0,0.0,0.0
94.37,0.507,0.0,0.0,0.0,0.0,0.0
94.37,0.507,0.0,0.0,0.0,0.0,0.0
94.37,0.507,0.0,0.0,0.0,0.0,0.0
94.37,0.507,0.0,0.0,0.0,0.0,0.0
94.37,0.507,0.0,0.0,0.0,0.0,0.0
94.37,0.507,0.0,0.0,0.0,0.0,0.0
94.37,0.507,0.0,0.0,0.0,0.0,0.0
94.37,0.507,0.0,0.0,0.0,0.0,0.0
94.37,0.507,0.0,0.0,0.0,0.0,0.0
94.37,0.507,0.0,0.0,0.0,0.0,0.0
94.37,0.507,0.0,0.0,0.0,0.0,0.0
94.37,0.507,0.0,0.0,0.0,0.0,0.0
94.37,0.507,0.0,0.0,0.0,0.0,0.0
94.37,0.507,0.0,0.0,0.0,0.0,0.0
94.37,0.507,0.0,0.0,0.0,0.0,0.0
94.37,0.507,0.0,0.0,0.0,0.0,0.0
94.37,0.507,0.0,0.0,0.0,0.0,0.0
94.37,0.507,0.0,0.0,0.0,0.0,0.0
94.37,0.507,0.0,0.0,0.0,0.0,0.0
94.37,0.507,0.0,0.0,0.0,0.0,0.0
94.37,0.507,0.0,0.0,0.0,0.0,0.0
94.37,0.507,0.0,0.0,0.0,0.0,0.0
94.37,0.507,0.0,0.0,0.0,0.0,0.0
94.37,0.507,0.0,0.0,0.0,0.0,0.0
94.37,0.507,0.0,0.0,0.0,0.0,0.0
94.37,0.507,0.0,0.0,0.0,0.0,0.0
94.37,0.507,0.0,0.0,0.0,0.0,0.0
94.37,0.507,0.0,0.0,0.0,0.0,0.0
94.37,0.507,0.0,0.0,0.0,0.0,0.0
94.37,0.507,0.0,0.0,0.0,0.0,0.0
94.37,0.507,0.0,0.0,0.0,0.0,0.0
94.37,0.507,0.0,0.0,0.0,0.0,0.0
94.37,0.507,0.0,0.0,0.0,0.0,0.0
94.37,0.507,0.0,0.0,0.0,0.0,0.0
94.37,0.507,0.0,0.0,0.0,0.0,0.0
94.37,0.507,0.0,0.0,0.0,0.0,0.0
94.37,0.507,0.0,0.0,0.0,0.0,0.0
94.37,0.507,0.0,0.0,0.0,0.0,0.004
94.37,0.507,0.0,0.0,0.0,0.0,0.032
94.37,0.507,0.0,0.0,0.0,0.0,0.089
94.37,0.507,0.0,0.0,0.0,0.0,0.153
94.37,0.507,0.0,0.0,0.0,0.0,0.153
94.37,0.507,0.0,0.0,0.0,0.0,0.21
94.37,0.507,0.0,0.0,0.0,0.0,0.267
94.37,0.507,0.0,0.0,0.0,0.0,0.295
94.37,0.507,0.0,0.0,0.0,0.0,0.324
94.37,0.507,0.0,0.0,0.0,0.0,0.352
94.37,0.507,0.0,0.0,0.0,0.0,0.381
94.37,0.507,0.0,0.0,0.0,0.0,0.402
94.37,0.507,0.0,0.0,0.0,0.0,0.416
94.37,0.507,0.0,0.0,0.0,0.0,0.431
94.37,0.507,0.0,0.0,0.0,0.0,0.452
94.37,0.507,0.0,0.0,0.0,0.0,0.466
94.37,0.507,0.0,0.0,0.0,0.0,0.48
94.37,0.507,0.0,0.0,0.0,0.0,0.48
94.37,0.507,0.0,0.0,0.0,0.0,0.502
94.37,0.507,0.0,0.0,0.0,0.0,0.523
94.37,0.507,0.0,0.0,0.0,0.0,0.544
94.37,0.507,0.0,0.0,0.0,0.0,0.566
94.37,0.507,0.0,0.0,0.0,0.0,0.573
94.37,0.507,0.0,0.0,0.0,0.0,0.58
94.37,0.507,0.0,0.0,0.0,0.0,0.587
94.37,0.507,0.0,0.0,0.0,0.0,0.594
94.37,0.507,0.0,0.0,0.0,0.0,0.609
94.37,0.507,0.0,0.0,0.0,0.0,0.623
94.37,0.507,0.0,0.0,0.0,0.0,0.637
94.37,0.507,0.0,0.0,0.0,0.0,0.651
94.37,0.507,0.0,0.0,0.0,0.0,0.665
94.37,0.507,0.0,0.0,0.0,0.0,0.665
94.37,0.507,0.0,0.0,0.0,0.0,0.687
94.37,0.507,0.0,0.0,0.0,0.0,0.701
94.37,0.507,0.0,0.0,0.0,0.0,0.708
94.37,0.507,0.0,0.0,0.0,0.0,0.715
94.37,0.507,0.0,0.0,0.0,0.0,0.722
94.37,0.507,0.0,0.0,0.0,0.0,0.737
94.37,0.507,0.0,0.0,0.0,0.0,0.758
94.37,0.507,0.0,0.0,0.0,0.0,0.779
94.37,0.507,0.0,0.0,0.0,0.0,0.801
94.37,0.507,0.0,0.0,0.0,0.0,0.822
94.37,0.507,0.0,0.0,0.0,0.0,0.822
94.37,0.507,0.0,0.0,0.0,0.0,0.843
94.37,0.507,0.0,0.0,0.0,0.0,0.858
94.37,0.507,0.0,0.0,0.0,0.0,0.872
94.37,0.507,0.0,0.0,0.0,0.0,0.879
94.37,0.507,0.0,0.0,0.0,0.0,0.886
94.37,0.507,0.0,0.0,0.0,0.0,0.893
94.37,0.507,0.0,0.0,0.0,0.0,0.9
94.37,0.507,0.0,0.0,0.0,0.0,0.907
94.37,0.507,0.0,0.0,0.0,0.0,0.915
94.37,0.507,0.0,0.0,0.0,0.0,0.915
94.37,0.507,0.0,0.0,0.0,0.0,0.922
94.37,0.507,0.0,0.0,0.0,0.0,0.936
94.37,0.507,0.0,0.0,0.0,0.0,0.95
94.37,0.507,0.0,0.0,0.0,0.0,0.964
94.37,0.507,0.0,0.0,0.0,0.0,0.972
94.37,0.507,0.0,0.0,0.0,0.0,0.979
94.37,0.507,0.0,0.0,0.0,0.0,0.979
94.37,0.507,0.0,0.0,0.0,0.0,0.986
94.37,0.507,0.0,0.0,0.0,0.0,1.0
94.37,0.507,0.0,0.0,0.0,0.0,1.0
94.37,0.507,0.0,0.0,0.0,0.0,1.0
94.37,0.507,0.0,0.0,0.0,0.0,1.0
94.37,0.507,0.0,0.0,0.0,0.0,1.0
94.37,0.507,0.0,0.0,0.0,0.0,1.0
94.37,0.507,0.0,0.0,0.0,0.0,1.0
94.37,0.507,0.0,0.0,0.0,0.0,1.0
94.37,0.507,0.0,0.0,0.0,0.0,1.0
94.37,0.507,0.0,0.0,0.0,0.0,1.0
94.37,0.507,0.0,0.0,0.0,0.0,1.0
94.37,0.507,0.0,0.0,0.0,0.0,1.0
94.37,0.507,0.0,0.0,0.0,0.0,1.0
94.37,0.507,0.0,0.0,0.0,0.0,1.0
94.37,0.507,0.0,0.0,0.0,0.0,1.0
94.37,0.507,0.0,0.0,0.0,0.0,1.0
94.37,0.507,0.0,0.0,0.0,0.0,1.0
94.37,0.507,0.0,0.0,0.0,0.0,1.0
94.37,0.507,0.0,0.0,0.0,0.0,1.0
94.37,0.507,0.0,0.0,0.0,0.0,1.0
94.37,0.507,0.0,0.0,0.0,0.0,1.0
94.37,0.507,0.0,0.0,0.0,0.0,1.0
94.37,0.507,0.0,0.0,0.0,0.0,1.0
94.37,0.507,0.0,0.0,0.0,0.0,1.0
94.37,0.507,0.0,0.0,0.0,0.0,1.0
94.37,0.507,0.0,0.0,0.0,0.0,1.0
94.37,0.507,0.0,0.0,0.0,0.0,1.0
94.37,0.507,0.0,0.0,0.0,0.0,1.0
94.37,0.507,0.0,0.0,0.0,0.0,1.0
94.37,0.507,0.0,0.0,0.0,0.0,1.0
94.37,0.507,0.0,0.0,0.0,0.0,1.0
94.37,0.507,0.0,0.0,0.0,0.0,1.0
94.415,0.507,0.0,0.0,0.0,0.0,1.0
94.515,0.507,0.0,0.0,0.0,0.0,1.0
94.615,0.507,0.0,0.0,0.0,0.0,1.0
94.716,0.507,0.0,0.0,0.0,0.0,1.0
94.815,0.507,0.0,0.0,0.0,0.0,1.0
94.915,0.507,0.0,0.0,0.0,0.0,1.0
95.015,0.507,0.0,0.0,0.0,0.0,1.0
95.115,0.507,0.0,0.0,0.0,0.0,1.0
95.215,0.507,0.0,0.0,0.0,0.0,1.0
95.316,0.507,0.0,0.0,0.0,0.0,1.0
95.415,0.507,0.0,0.0,0.0,0.0,1.0
95.515,0.507,0.0,0.0,0.0,0.0,1.0
95.615,0.507,0.0,0.0,0.0,0.0,1.0
95.715,0.507,0.0,0.0,0.0,0.0,1.0
95.815,0.507,0.0,0.0,0.0,0.0,1.0
95.916,0.507,0.0,0.0,0.0,0.0,1.0
96.015,0.507,0.0,0.0,0.0,0.0,1.0
96.115,0.507,0.0,0.0,0.0,0.0,1.0
96.215,0.507,0.0,0.0,0.0,0.0,1.0
96.315,0.507,0.0,0.0,0.0,0.0,1.0
96.415,0.507,0.0,0.0,0.0,0.0,1.0
96.515,0.507,0.0,0.0,0.0,0.0,1.0
96.614,0.507,0.0,0.0,0.0,0.0,1.0
96.714,0.507,0.0,0.0,0.0,0.0,1.0
96.814,0.507,0.0,0.0,0.0,0.0,1.0
96.914,0.507,0.0,0.0,0.0,0.0,1.0
97.014,0.507,0.0,0.0,0.0,0.0,1.0
97.115,0.507,0.0,0.0,0.0,0.0,1.0
97.214,0.507,0.0,0.0,0.0,0.0,1.0
97.314,0.507,0.0,0.0,0.0,0.0,1.0
97.414,0.507,0.0,0.0,0.0,0.0,1.0
97.514,0.507,0.0,0.0,0.0,0.0,1.0
97.614,0.507,0.0,0.0,0.0,0.0,1.0
97.715,0.507,0.0,0.0,0.0,0.0,1.0
97.814,0.507,0.0,0.0,0.0,0.0,1.0
97.914,0.507,0.0,0.0,0.0,0.0,1.0
98.014,0.507,0.0,0.0,0.0,0.0,1.0
98.114,0.507,0.0,0.0,0.0,0.0,1.0
98.214,0.507,0.0,0.0,0.0,0.0,1.0
98.314,0.507,0.0,0.0,0.0,0.0,1.0
98.414,0.507,0.0,0.0,0.0,0.0,1.0
98.514,0.507,0.0,0.0,0.0,0.0,1.0
98.614,0.507,0.0,0.0,0.0,0.0,1.0
98.714,0.507,0.0,0.0,0.0,0.0,1.0
98.814,0.507,0.0,0.0,0.0,0.0,1.0
98.914,0.507,0.0,0.0,0.0,0.0,1.0
99.013,0.507,0.0,0.0,0.0,0.0,1.0
99.113,0.507,0.0,0.0,0.0,0.0,1.0
99.213,0.507,0.0,0.0,0.0,0.0,1.0
99.313,0.507,0.0,0.0,0.0,0.0,1.0
99.414,0.507,0.0,0.0,0.0,0.0,1.0
99.514,0.507,0.0,0.0,0.0,0.0,1.0
99.613,0.507,0.0,0.0,0.0,0.0,1.0
99.713,0.507,0.0,0.0,0.0,0.0,1.0
99.813,0.507,0.0,0.0,0.0,0.0,1.0
99.913,0.507,0.0,0.0,0.0,0.0,1.0
100.013,0.507,0.0,0.0,0.0,0.0,1.0
100.112,0.507,0.0,0.0,0.0,0.0,1.0
100.212,0.507,0.0,0.0,0.0,0.0,1.0
100.312,0.507,0.0,0.0,0.0,0.0,1.0
100.413,0.507,0.0,0.0,0.0,0.0,1.0
100.513,0.507,0.0,0.0,0.0,0.0,1.0
100.613,0.507,0.0,0.0,0.0,0.0,1.0
100.712,0.507,0.0,0.0,0.0,0.0,1.0
100.812,0.507,0.0,0.0,0.0,0.0,1.0
100.912,0.507,0.0,0.0,0.0,0.0,1.0
101.012,0.507,0.0,0.0,0.0,0.0,1.0
101.112,0.507,0.0,0.0,0.0,0.0,1.0
101.213,0.507,0.0,0.0,0.0,0.0,1.0
101.312,0.507,0.0,0.0,0.0,0.0,1.0
101.412,0.507,0.0,0.0,0.0,0.0,1.0
101.512,0.507,0.0,0.0,0.0,0.0,1.0
101.612,0.507,0.0,0.0,0.0,0.0,1.0
101.712,0.507,0.0,0.0,0.0,0.0,1.0
101.813,0.507,0.0,0.0,0.0,0.0,1.0
101.912,0.507,0.0,0.0,0.0,0.0,1.0
102.012,0.507,0.0,0.0,0.0,0.0,1.0
102.112,0.507,0.0,0.0,0.0,0.0,1.0
102.212,0.507,0.0,0.0,0.0,0.0,1.0
102.312,0.507,0.0,0.0,0.0,0.0,1.0
102.412,0.507,0.0,0.0,0.0,0.0,1.0
102.511,0.507,0.0,0.0,0.0,0.0,1.0
102.61,0.507,0.0,0.0,0.0,0.0,1.0
102.711,0.507,0.0,0.0,0.0,0.0,1.0
102.811,0.507,0.0,0.0,0.0,0.0,1.0
102.911,0.507,0.0,0.0,0.0,0.0,1.0
103.011,0.507,0.0,0.0,0.0,0.0,1.0
103.111,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,1.0
103.174,0.507,0.0,0.0,0.0,0.0,0.993
103.174,0.507,0.0,0.0,0.0,0.0,0.986
103.174,0.507,0.0,0.0,0.0,0.0,0.979
103.174,0.507,0.0,0.0,0.0,0.0,0.964
103.174,0.507,0.0,0.0,0.0,0.0,0.943
103.174,0.507,0.0,0.0,0.0,0.0,0.922
103.174,0.507,0.0,0.0,0.0,0.0,0.9
103.174,0.507,0.0,0.0,0.0,0.0,0.9
103.174,0.507,0.0,0.0,0.0,0.0,0.879
